,folder,File Name,Original Language,Translated Language,Translated Transcription,Original Transcription
 0:00:03:  Я не понял меня, ты ебан...
 0:00:12:  Не понял, не понял, не понял...
"
803,4575,sdr5.tambov.gq_2022-03-02T20_22_11Z_4575.00_usb.wav,RU,EN-US,"0:00:00 Dexterous, dexterous, I lesson, on the morrow we go, all clear, I lesson, let's go!
0:00:16 Lesson, no obligation, we'll leave tomorrow, it's all clear!
","0:00:00:  Ловко, ловко, я урока, на завтрашнем уйдём, всё понятно, я урока, идём!
 0:00:16:  Урока, не обязанка, на завтрашнем уйдём, всё понятно!
"
804,4575,websdr_recording_2022-03-07T09 19 26Z_4575.0kHz.wav,RU,EN-US,"0:00:00ikenantanya, Tkanevo, Tk.
0:00:08 по because geek- Bed Mango
0:00:21 strips
0:00:23 in North Africa
0:00:28 Hurricane, Hurricane, Kazakhstan, Ashok, take
0:01:23 Hurricane, Hurricane, Kazakhstan, Ashok, take
0:01:29 Hurricane, Hurricane, Kazakhstan, Ashok, take
0:01:45 Hurricane, Hurricane, Kazakhstan, Ashok, take
0:01:58 Hurricane, Hurricane, Kazakhstan, Ashok, take
0:02:28 Hurricane, Hurricane, Kazakhstan, Ashok, take
0:03:28 Hurricane, Hurricane, Kazakhstan, Ashok, take
","0:00:00: ikenantanya, Тканево, faults
 0:00:08:  по因為 geek- Bed Mango
 0:00:21:  strips
 0:00:23:  в северной Африке
 0:00:28:  Ураган, Ураган, Казахстан, Ашок, отпринимай
 0:01:23:  Ураган, Ураган, Казахстан, Ашок, отпринимай
 0:01:29:  Ураган, Ураган, Казахстан, Ашок, отпринимай
 0:01:45:  Ураган, Ураган, Казахстан, Ашок, отпринимай
 0:01:58:  Ураган, Ураган, Казахстан, Ашок, отпринимай
 0:02:28:  Ураган, Ураган, Казахстан, Ашок, отпринимай
 0:03:28:  Ураган, Ураган, Казахстан, Ашок, отпринимай
"
805,4575,websdr_recording_2022-03-07T09 52 08Z_4575.0kHz.wav,RU,EN-US,"0:00:00 Return to WFP
0:00:06 Runway left
0:00:11 Runway left
0:00:17 Runway left
0:00:23 Runway left
0:00:30 Runway left
0:00:36 Runway left
0:00:42 runway down
0:00:48 Runway left
0:00:53 Runway left
0:00:59 runway down
0:01:05 Runway left
0:01:11 runway down
0:01:16 Right
0:01:46 Right
0:02:16 Rise
0:02:21 А bleeding zone
0:02:26 At a breakaway, remove the cry
0:02:27 On a breakaway, remove the cry
0:02:30 Roger that, soldier! I got you!
0:02:46 Rise
0:03:16 Rise
0:03:46 Rise
0:04:16 Rise
0:04:46 You hear that, okay?
0:04:51 Okay, okay, okay, hello!
0:04:56 Rise
0:05:01 I don't have one of those! I don't have it!
0:05:06 Rise
0:05:11 Rise
0:06:11 not
0:06:32始inii
0:06:41 past
0:07:12 rejection?
0:07:14 Unforgivable
0:07:20 Value
0:07:29 trainers
0:07:41 Subtitle by DimaTorzok
0:09:41 Subtitle by DimaTorzok
0:10:11 Subtitle by DimaTorzok
0:10:41 Subtitle by DimaTorzok
0:11:11 Subtitle by DimaTorzok
0:11:41 Subtitle by DimaTorzok
0:12:11 Subtitle by DimaTorzok
0:12:41 Subtitle by DimaTorzok
0:13:11 Subtitle by DimaTorzok
0:13:41 Subtitle by DimaTorzok
","0:00:00:  Возвращение на ВПП
 0:00:06:  ВПП влево
 0:00:11:  ВПП влево
 0:00:17:  ВПП влево
 0:00:23:  ВПП влево
 0:00:30:  ВПП влево
 0:00:36:  ВПП влево
 0:00:42:  ВПП вниз
 0:00:48:  ВПП влево
 0:00:53:  ВПП влево
 0:00:59:  ВПП вниз
 0:01:05:  ВПП влево
 0:01:11:  ВПП вниз
 0:01:16:  Вправо
 0:01:46:  Вправо
 0:02:16:  Подъем
 0:02:21:  А bleeding zone
 0:02:26:  При отрыве убрать клич
 0:02:27:  При отрыве убрать клич
 0:02:30:  Понял тебя, солдат! Понял!
 0:02:46:  Подъем
 0:03:16:  Подъем
 0:03:46:  Подъем
 0:04:16:  Подъем
 0:04:46:  Слышишь, ясно?
 0:04:51:  Ясно, ясно! Ясно, привет!
 0:04:56:  Подъем
 0:05:01:  У меня такого нет! У меня такого нет!
 0:05:06:  Подъем
 0:05:11:  Подъем
 0:06:11:  не
 0:06:32: 始иний
 0:06:41:  passé
 0:07:12:  отказа?
 0:07:14:  Unforgivable
 0:07:20:  Значение
 0:07:29:  trainers
 0:07:41:  Субтитры создавал DimaTorzok
 0:09:41:  Субтитры создавал DimaTorzok
 0:10:11:  Субтитры создавал DimaTorzok
 0:10:41:  Субтитры создавал DimaTorzok
 0:11:11:  Субтитры создавал DimaTorzok
 0:11:41:  Субтитры создавал DimaTorzok
 0:12:11:  Субтитры создавал DimaTorzok
 0:12:41:  Субтитры создавал DimaTorzok
 0:13:11:  Субтитры создавал DimaTorzok
 0:13:41:  Субтитры создавал DimaTorzok
"
806,4575,websdr_recording_2022-03-07T09_00_32Z_4575.0kHz.wav,RU,EN-US,"0:00:00 Yasen, yes, Gagee, stacked with the coordinates of the USSR classes, over.
0:00:11 Reception.
","0:00:00:  Ясен, да, Гейджи, укладано координатам занятий СССР, прием.
 0:00:11:  Прием.
"
807,4575,websdr_recording_2022-03-07T09_13_10Z_4575.0kHz.wav,RU,EN-US,"0:00:00 Listen, I'm a harvestman, over!
0:00:10 Hear, hear, I crop, over!
0:00:30 I'm a crop, over!
","0:00:00:  Слухай, я урожак, приём!
 0:00:10:  Слухай, слухай, я урожак, приём!
 0:00:30:  Я урожак, приём!
"
808,4575,websdr_recording_2022-03-07T09_15_07Z_4575.0kHz.wav,RU,EN-US,"0:00:00 Kazakh, Kazakh, my dear Kazakh, you steal here too, listen!
0:00:29 Don't get it, repeat it, don't get it, repeat it!
0:00:34 Kazakh, Kazakh, my dear Kazakh, you steal here too, listen!
","0:00:00:  Казах, Казах, мой родной, здесь тоже воруешь, слушай!
 0:00:29:  Не понял, повтори, не понял, повтори!
 0:00:34:  Казах, Казах, мой родной, здесь тоже воруешь, слушай!
"
809,4575,websdr_recording_2022-03-07T09_15_12Z_4575.0kHz.wav,RU,EN-US,"0:00:00 Fire, fire, I'm a freak!
0:00:02 The height begins to tear
0:00:06 Fire, fire, I'm a freak!
0:00:08 I'm a freak too!
0:00:10 Quickly!
0:00:12 I don't understand, say it again!
0:00:14 I don't understand, say it again!
0:00:16 Fire, fire, I'm a freak!
","0:00:00:  Пожар, пожар, я урода!
 0:00:02:  Высота начинается разорвать
 0:00:06:  Пожар, пожар, я урода!
 0:00:08:  Я тоже урода!
 0:00:10:  Быстро!
 0:00:12:  Не понял, повтори!
 0:00:14:  Не понял, повтори!
 0:00:16:  Пожар, пожар, я урода!
"
810,4575,websdr_recording_2022-03-07T09_16_33Z_4575.0kHz.wav,RU,EN-US,"0:00:00 I don't get it, Muragan, say it again.
0:00:07 I don't get it, make it clear, make it clear.
0:00:14 I don't get it, make it clear, make it clear.
0:00:45 Kazakh, Kazakh, Muragan, come in.
0:00:50 I don't get it, make it clear, make it clear.
0:01:10 Muragan, Muragan, Kazakh, how do you take it?
0:01:20 I don't get it, make it clear, make it clear.
","0:00:00:  Не понял, Мураган, повтори.
 0:00:07:  Не понял, поразборчивей, поразборчивей.
 0:00:14:  Не понял, поразборчивей, поразборчивей.
 0:00:45:  Казах, Казах, Мураган, прием.
 0:00:50:  Не понял, поразборчивей, поразборчивей.
 0:01:10:  Мураган, Мураган, Казах отошел, как принимаешь?
 0:01:20:  Не понял, поразборчивей, поразборчивей.
"
811,4575,websdr_recording_2022-03-07T09_22_08Z_4575.0kHz.wav,RU,EN-US,"0:00:30 Hurricane! Hurricane!
0:01:00 2nd grit.
0:01:02 hardships
0:01:05 practizin
0:01:08 On the channel
0:01:10 from English russian
0:01:13 Part 3
0:01:14 Info
0:01:17 Commentator
0:01:20 Chef
0:01:23 Vasily
0:01:26 Quiet
0:01:28 mimimi
0:01:55 Chimpanzee
0:02:25 Chimpanzee
0:02:55 Chimpanzee
0:03:25 Chimpanzee
0:03:55 Chimpanzee
0:04:05 Chimpanzee
0:04:15 Chimpanzee
0:04:25 Chimpanzee
0:04:35 Chimpanzee
0:04:45 Chimpanzee
0:04:55 Chimpanzee
","0:00:30:  Ураган! Ураган!
 0:01:00:  2-й grit
 0:01:02:  hardships
 0:01:05:  practizin
 0:01:08:  На канале
 0:01:10:  с английского russian
 0:01:13:  Часть 3
 0:01:14:  Инфа
 0:01:17:  Комментатор
 0:01:20:  Шеф
 0:01:23:  Василий
 0:01:26:  Тихий
 0:01:28:  Ш mimimi
 0:01:55:  Шимпанзе
 0:02:25:  Шимпанзе
 0:02:55:  Шимпанзе
 0:03:25:  Шимпанзе
 0:03:55:  Шимпанзе
 0:04:05:  Шимпанзе
 0:04:15:  Шимпанзе
 0:04:25:  Шимпанзе
 0:04:35:  Шимпанзе
 0:04:45:  Шимпанзе
 0:04:55:  Шимпанзе
"
812,4575,websdr_recording_2022-03-07T09_27_15Z_4575.0kHz.wav,RU,EN-US,"0:01:00 Time!
0:01:07 Time!
0:01:18 Time! I'm right here!
0:01:30 Time!
0:01:43 I'm here! I'm here!
0:01:54 Time!
0:02:00 Time!
0:02:15 Heads and Tails to the reception!
0:02:24 Commanders, ready!
0:02:30 Commanders, ready!
0:02:34 Commanders, ready!
0:02:38 Commanders, ready!
0:02:50 I invite you to the mountains of Ruhan Bridge for a reception!
0:02:54 Come on, come on, how much do you want for it? How much to the reception?
0:03:04 How much do I intend to wear?
0:04:45 Tashkent, I'm Hurricane, over.
","0:01:00:  Время!
 0:01:07:  Время!
 0:01:18:  Время! Я тут нахожусь!
 0:01:30:  Время!
 0:01:43:  Нахожусь! Я на месте!
 0:01:54:  Время!
 0:02:00:  Время!
 0:02:15:  Орел и Решка в прием!
 0:02:24:  Командиры, готовы!
 0:02:30:  Командиры, готовы!
 0:02:34:  Командиры, готовы!
 0:02:38:  Командиры, готовы!
 0:02:50:  Приглашаю в горы Руханого моста в прием!
 0:02:54:  Давай, давай, сколько тебе за него? Сколько в прием?
 0:03:04:  Сколько мне намерен носить?
 0:04:45:  Ташкент, я Ураган, прием.
"
813,4575,websdr_recording_2022-03-07T09_29_16Z_4575.0kHz.wav,RU,EN-US,"0:00:00 Luck is here! Luck is here!
0:00:08 Come on, comrade, be specific, be specific, what kind of dress does your hand on the bridge beat off for?
0:00:14 Over the bridge will beat it off!
0:00:22 Over the bridge will beat it off!
0:00:31 Over the bridge they will beat it back!
0:00:35 On the back of the city we look!
0:00:43 To the back of town!
0:00:46 I'm limping you off now, heh-heh.
0:00:50 Bridge buy Ihre.
0:01:52 Subtitles by DimaTorzok
","0:00:00:  Удача уже! Удача уже!
 0:00:08:  Давай, товарищ, точнее, точнее, что за платье, за что у тебя ручка по мосту отбьёт?
 0:00:14:  По мосту отбьёт!
 0:00:22:  По мосту отбьёт!
 0:00:31:  По мосту отбьют!
 0:00:35:  На зад города мы выглядим!
 0:00:43:  На зад города!
 0:00:46:  Сейчас Москва я вас limping gone, heh-heh.
 0:00:50:  Мост куп Ihre.
 0:01:52:  Субтитры делал DimaTorzok
"
814,4575,websdr_recording_2022-03-07T09_46_46Z_4575.0kHz.wav,RU,EN-US,"0:00:30 Disperse?
0:00:32 Disperse.
0:00:34 I got you, soldier, I got you.
0:01:30 Here we go.
0:02:00 Here we go.
0:02:30 Here we go.
0:03:00 I don't have one of those.
0:03:06 I don't have one of those.
0:03:12 Is that a rollback or something?
0:03:18 Is that rolled back or what have you got?
0:03:30 Is that a rollback or something?
0:03:32 Is that a rollback or something?
0:04:00 Is that a rollback or something?
0:04:30 I am acceptable, Gogolak.
0:04:32 I am acceptable, Gogolak.
0:04:36 Whoa, whoa, Eagle.
0:04:38 Whoa, whoa, Eagle.
0:04:40 I got it, I have an appointment.
0:04:42 For now, for now, be quiet, don't talk.
0:04:44 Perhaps, again, there will be an admission. Over.
0:05:00 Thanks to you, Sultan, it is an accumulation,
0:05:16 Thanks to you, Sultan, it is an accumulation,
0:05:18 That's where we came back,
0:05:20 That's where we came back,
0:05:22 and complicated, and complex.
0:05:30 0-93-722, right?
0:05:32 0-93-722, right?
0:05:34 I don't understand what you're saying.
0:05:36 I don't understand what you're saying.
0:05:38 Very.
0:05:50 Very.
0:06:20 Very.
","0:00:30:  Разгонять?
 0:00:32:  Разгонять.
 0:00:34:  Понял тебя, солдат, понял.
 0:01:30:  Поехали.
 0:02:00:  Поехали.
 0:02:30:  Поехали.
 0:03:00:  У меня такого нету.
 0:03:06:  У меня такого нету.
 0:03:12:  Это откатался или что?
 0:03:18:  Это откатался или что у тебя?
 0:03:30:  Это откатался или что?
 0:03:32:  Это откатался или что?
 0:04:00:  Это откатался или что?
 0:04:30:  Я приемлемый, Гоголяк.
 0:04:32:  Я приемлемый, Гоголяк.
 0:04:36:  Стоп, оточки, Орла.
 0:04:38:  Стоп, оточки, Орла.
 0:04:40:  Я понял, у меня прием.
 0:04:42:  Пока, пока, тихо, не говори.
 0:04:44:  Пожалуй, опять прием найдется. Прием.
 0:05:00:  Благодаря тебе, султан, это накопление,
 0:05:16:  Благодаря тебе, султан, это накопление,
 0:05:18:  которое сюда мы вернулись,
 0:05:20:  которое сюда мы вернулись,
 0:05:22:  и сложное, и сложное.
 0:05:30:  0-93-722, верно?
 0:05:32:  0-93-722, верно?
 0:05:34:  Я не понимаю, что вы говорите.
 0:05:36:  Я не понимаю, что вы говорите.
 0:05:38:  Очень.
 0:05:50:  Очень.
 0:06:20:  Очень.
"
815,4575,websdr_recording_2022-03-07T09_51_34Z_4575.0kHz.wav,RU,EN-US,"0:00:30 Tree.
0:00:39 Power. Power.
0:00:51 Hurricane. Hurricane. I am Volgograd. Over.
0:00:56 Start Hurricane.
0:02:31 Reception.
0:02:38 Hurricane. Hurricane. I am Volgograd. Over.
0:03:01 City of Gorlychev.
0:03:23 Hurricane. Hurricane. I am Volgograd. Over.
0:03:31 I hear you. I hear you. Look. The bridge over there is ruined.
0:03:37 That's the fire from that shore and the bass on that shore.
0:03:42 And Bacon's on the right across the footbridge. How copy? Over.
0:04:00 Let's go. Let's go. I am Volgograd. Over.
0:04:31 Eagle. I'm Torquez. Come on, let's go. Go ahead. Go, go, go. Do what you have to do.
0:04:36 There is no one in front of you. Over.
0:04:43 Do you understand me, Eagle?
","0:00:30:  Дерево.
 0:00:39:  Мощность. Мощность.
 0:00:51:  Ураган. Ураган. Я Волгоград. Приём.
 0:00:56:  Стартовый Ураган.
 0:02:31:  На приёме.
 0:02:38:  Ураган. Ураган. Я Волгоград. Приём.
 0:03:01:  Город Горлычев.
 0:03:23:  Ураган. Ураган. Я Волгоград. Приём.
 0:03:31:  Я тебя понял. Я тебя понял. Смотри. Мост там разрушен.
 0:03:37:  Вот огнём с этого берега и бас по тому берегу.
 0:03:42:  А Бекону заводи справа через пешеходный мост. Как понял? Приём.
 0:04:00:  Пройдём. Пройдём. Я Волгоград. Приём.
 0:04:31:  Орёл. Я Торкес. Вперёд. Вперёд. Вперёд. Выполняй поставленную задачу.
 0:04:36:  Спереди тебя никого нет. Приём.
 0:04:43:  Как понял меня, Орёл?
"
816,4575,websdr_recording_2022-03-07T10 01 19Z_4575.0kHz.wav,RU,EN-US,"0:00:00 Subtitle Editor A. Semkin Corrector A. Egorova
0:00:30 Editor A. Kulakova
0:01:00 Gorelova-Masters
0:01:30 Editor A. Kulakova
0:02:00 Gorelova-Masters
0:02:30 Editor A. Kulakova
0:03:00 Subtitle Editor A. Semkin Corrector A. Egorova
0:03:30 Editor A. Kulakova
0:04:00 Valdegrad, Valdemir Andreevich, ether reception
0:04:18 Valdegrad, Valdemir Andreevich, ether reception
0:04:22 Valdegrad, Valdemir Andreevich, ether reception
0:04:26 Sultan, Sultan, ether reception
0:04:38 Please guide us to Valdegrad, that on the right side of the bridge our shells are very close, reception
0:04:46 On the other side and on the right, on the other side
0:04:58 Admission
0:05:00 Valdegrad, I'm Sultan, receive
0:05:06 Valdegrad, Gustyn, the right three pi are close to ours, geyser perelal
0:07:16 Valdegrad, Gustyn, the right three pi are close to ours, geyser perelal
0:07:22 Valdegrad, Gustyn, the right three pi are close to ours, geyser perelal
0:07:42 Clearly, the man planted the hurricane
0:07:52 Clearly, the man planted the hurricane
0:08:22 Clearly, the man planted the hurricane
0:08:52 Clearly, the man planted the hurricane
","0:00:00:  Редактор субтитров А.Семкин Корректор А.Егорова
 0:00:30:  Корректор А.Кулакова
 0:01:00:  Горелова-Мастеров
 0:01:30:  Корректор А.Кулакова
 0:02:00:  Горелова-Мастеров
 0:02:30:  Корректор А.Кулакова
 0:03:00:  Редактор субтитров А.Семкин Корректор А.Егорова
 0:03:30:  Корректор А.Кулакова
 0:04:00:  Валдеград, Валдемир Андреевич, эфир прием
 0:04:18:  Валдеград, Валдемир Андреевич, эфир прием
 0:04:22:  Валдеград, Валдемир Андреевич, эфир прием
 0:04:26:  Султан, Султан, эфир прием
 0:04:38:  Проведите пожалуйста до Валдеграда, что по правую сторону моста наши снаряды очень близко ложатся, прием
 0:04:46:  По ту сторону и по правую, по ту
 0:04:58:  Прием
 0:05:00:  Валдеград, я Султан, прием
 0:05:06:  Валдеград, Густын, правая три пи близко к нашим ложатся, гейзер перелял
 0:07:16:  Валдеград, Густын, правая три пи близко к нашим ложатся, гейзер перелял
 0:07:22:  Валдеград, Густын, правая три пи близко к нашим ложатся, гейзер перелял
 0:07:42:  Ясно, что человек подбросил ураган
 0:07:52:  Ясно, что человек подбросил ураган
 0:08:22:  Ясно, что человек подбросил ураган
 0:08:52:  Ясно, что человек подбросил ураган
"
817,4575,websdr_recording_2022-03-07T11_39_56Z_4575.0kHz.wav,RU,EN-US,"0:01:00 I'm afraid, Andrei, I'm raw!
0:01:14 It's over, it's over. creep guide saved
0:01:20 On Admission. The base hardu in this volume is at 240, portugal
0:01:25 125, 745 YES
0:01:26 correctly correctly
0:01:29 The engines are moving. Don't catch us. Reception
","0:01:00:  Я боюсь Андрей, меня Сыроеап cùngен!
 0:01:14:  Всё уже, всё уже. creep guide приберегло
 0:01:20:  На приеме. Базовое харду в этом объеме находится на 240, portugal
 0:01:25:  125, 745 YES
 0:01:26:  верно верно
 0:01:29:  Двигатели перемещаются. Не зацепите нас. Прием
"
818,4575,websdr_recording_2022-03-07T11_42_17Z_4575.0kHz.wav,RU,EN-US,"0:00:00 Pattern, yuzor, yauradan, reception.
0:00:02 Tashkent, Tashkent, Jawradan, reception.
0:00:12 Gezer, gezer, yauradan, come in.
0:00:24 Again the pattern, the pattern, the yowradan, the reception.
0:00:30 Tashkent, Tashkent, Jawradan, reception.
0:00:33 Tashkent, Tashkent, Jawradan, reception.
0:00:56 Tashkent, Tashkent, Jawradan, reception.
0:01:02 Ural, Ural, I'm Tashkent, I'm receiving.
0:01:08 Tashkent, I am Ural, I am asked to clarify, to clarify, our 300 was taken or not, how took me?
0:01:21 Lake, jauradan, reception.
0:01:24 Yaser, I'm here, I'm receiving.
0:01:26 Don't tear it up.
0:01:34 It's okay, it's okay for now, I'll take it myself.
0:01:41 Tashkent, Tashkent, I'm Ural, over.
0:01:48 I'm Ural, I'm Tashkent, picked up, all in place, yeah.
0:01:51 I'm ural, picked up, right, he's on the spot, yeah, take me, Tashkent.
","0:00:00:  Узор, юзор, яурадан, прием.
 0:00:02:  Ташкент, Ташкент, яурадан, прием.
 0:00:12:  Гезер, гезер, яурадан, прием.
 0:00:24:  Опять узор, узор, яурадан, прием.
 0:00:30:  Ташкент, Ташкент, яурадан, прием.
 0:00:33:  Ташкент, Ташкент, яурадан, прием.
 0:00:56:  Ташкент, Ташкент, яурадан, прием.
 0:01:02:  Урал, Урал, я Ташкент, я прием.
 0:01:08:  Ташкент, я Урал, меня просят уточнить, уточнить, нашего 300 забрали или нет, как принял меня?
 0:01:21:  Язер, яурадан, прием.
 0:01:24:  Язер, я здесь, я прием.
 0:01:26:  Смотри, не разрыкнул.
 0:01:34:  Нормально, пока нормально, я сам прием.
 0:01:41:  Ташкент, Ташкент, я Урал, прием.
 0:01:48:  Я урал, я Ташкент, забрали, забрали, все на месте, да.
 0:01:51:  Я урал, забрали, забрали, верно, он на месте, да, прием меня, Ташкент.
"
819,4575,websdr_recording_2022-03-07T11_45_14Z_4575.0kHz.wav,RU,EN-US,"0:00:00 Ural, Ural, I am Kashkent, I am a receiver
0:00:06 Kashkent, I am the Urals, I am asked to clarify, to clarify
0:00:12 Did they take our 300 or not? How did he take me?
0:00:19 I am Kesher, I am Ural, I am a receiver
0:00:21 Kashkent, I am Kesher, receiver
0:00:25 How does it feel to me?
0:00:28 Banderite didn't tear up
0:00:31 How do you feel, I say?
0:00:35 Fine, so far so good, everything, receiver
0:00:38 Okay, I'll try.
0:00:42 Kashkent, Kashkent, I Ural, receiver
0:00:45 Ural, I'm Kashkent, picked up, everything's in place, yeah
0:00:51 I got Ural, they got him, right, he's at the spot
0:00:56 How did Kashkent receive me?
0:03:26 I am Kashkent, I am Ural, I am a receiver
0:03:42 Patcha, Martha, I'm a lottery player, hi
0:03:49 Patcha, Martha, I'm a lottery player, hi
0:03:57 I am Kashkent, I am Ural, I am a receiver
0:04:10 Lotographer, I'm a lotographer, I'm a receiver
","0:00:00:  Урал, Урал, я Кашкент, я приемник
 0:00:06:  Кашкент, я Урал, меня просят уточнить, уточнить
 0:00:12:  нашего 300-го забрали или нет? Как принял меня?
 0:00:19:  Я Кешер, я Урал, я приемник
 0:00:21:  Кашкент, я Кешер, приемник
 0:00:25:  Как меня чувствует?
 0:00:28:  Бандерит не разрыснул
 0:00:31:  Как чувствуешь себя, говорю?
 0:00:35:  Нормально, пока нормально, все, приемник
 0:00:38:  Хорошо, я попробую
 0:00:42:  Кашкент, Кашкент, я Урал, приемник
 0:00:45:  Урал, я Кашкент, забрали, забрали, все на месте, да
 0:00:51:  Я Урал, забрали, забрали, верно, он на месте
 0:00:56:  Как принял меня Кашкент?
 0:03:26:  Я Кашкент, я Урал, я приемник
 0:03:42:  Патча, Марта, я лотограф, привет
 0:03:49:  Патча, Марта, я лотограф, привет
 0:03:57:  Я Кашкент, я Урал, я приемник
 0:04:10:  Лотограф, я лотограф, я приемник
"
820,4575,websdr_recording_2022-03-07T11_46_30Z_4575.0kHz.wav,RU,EN-US,"0:00:00 Cutting. Gently, carefully.
0:00:02 Cut.
0:00:09 Let's listen to the airport. Reception.
0:00:14 Try it fractionally.
0:00:16 Evening. Evening.
0:00:18 Hurricane. Careful.
0:00:21 Admission. Over.
0:00:24 Hurricane. Hurricane. Hurricane.
0:00:27 The guard is plugged in.
0:00:34 Russia.
0:00:36 Release for Wartime Clearance.
0:00:44 Hurricane.
0:00:52 Hurricane.
0:00:58 Russian Orlandia.
0:01:02 Russian Orlandia.
0:01:04 Right on the level of Sumy.
0:01:06 Copy that.
0:01:11 Rezan.
0:01:13 Russia.
0:01:15 Right on the level of Sumy.
","0:00:00:  Режать. Аккуратно, аккуратно.
 0:00:02:  Режать.
 0:00:09:  Послушаем на аэропорт. Прием.
 0:00:14:  Попробуй по фракции.
 0:00:16:  Вечером. Вечером.
 0:00:18:  Ураган. Аккуратно.
 0:00:21:  Прием. Прием.
 0:00:24:  Ураган. Ураган. Ураган.
 0:00:27:  Охранник подключен.
 0:00:34:  Россия.
 0:00:36:  Освобождаем за wartime Clearance.
 0:00:44:  Ураган.
 0:00:52:  Ураган.
 0:00:58:  Русская Орландия.
 0:01:02:  Русская Орландия.
 0:01:04:  Прямо на уровне Сумы.
 0:01:06:  Принято.
 0:01:11:  Резань.
 0:01:13:  Россия.
 0:01:15:  Прямо на уровне Сумы.
"
821,4575,websdr_recording_2022-03-07T11_48_10Z_4575.0kHz.wav,RU,EN-US,"0:00:00 Hurricane, I'm Rezver, consult me, over!
0:00:05 Counseling you, then, Sheremtalov, over!
0:00:09 Brought to you, welcome!
0:00:12 Geneser, Geneser, I'm Rezver, come in!
0:00:18 Geneser, Geneser, I'm Rezver, come in!
0:00:22 Ryazan, I'm Geneser, I hear you at noise level, over!
0:00:28 Geneser, Geneser, I'm Rezver, I hear you on three, over!
0:00:36 Shoot you, over! Lizan, Lizan, Eagle-Zaprosie, Anton Kemp, over!
0:00:44 All over, all over! Say again, over!
0:00:48 Rezan, Rezan, Rezan, Rezan, I'm Anton Kemp, come in!
0:00:52 Bilaresan, come in, come in!
0:00:55 Eagle, Eagle, Eagle, I'm Rezan, Rezan, come in!
0:01:08 Eagle, Eagle, Eagle, I'm Rezan, Rezan, listen, shoot you guys, over!
0:01:24 Eagle, Eagle, Eagle, I'm Rezan, Rezan, listen, I'll shoot you, one, four points, over!
0:01:38 Volga-2, I'm Rezan, over!
0:01:42 Rezan, Rezan, I'm Anton Kemp, I'm in charge of the Eagle Team, go, go, don't just stand there, go!
0:01:50 Roger, over!
0:01:55 Na-Na-Na-Back I wish, welcome!
0:02:00 Rezan, Rezan, I'm Anton Kemp, singling out Eagle, forward, no standing, forward!
0:02:08 Roger, Eagle, Eagle, Eagle, Eagle, I Rezan, Rezan, I do not understand anything, forward, forward, not standing, forward, forward, not standing!
0:02:20 I'll get it, over!
0:02:24 Rezan, Rezan, I am Anton Kemp, singling out Eagle, forward, not standing, forward, not standing, forward, not standing, forward, not standing!
","0:00:00:  Ураган, я Резвер, консультируйте меня, прием!
 0:00:05:  Консультирую вас, значит, Шеремталов, прием!
 0:00:09:  Привел вас, прием!
 0:00:12:  Генезер, Генезер, я Резвер, прием!
 0:00:18:  Генезер, Генезер, я Резвер, прием!
 0:00:22:  Рязань, я Генезер, слышу вас на уровне шумов, прием!
 0:00:28:  Генезер, Генезер, я Резвер, слышу вас на три балла, прием!
 0:00:36:  Стрелял вас, прием! Лизань, Лизань, Орла-Запросие, Антон Кемп, прием!
 0:00:44:  По всем, по всем! Повторите, прием!
 0:00:48:  Резань, Резань, Запросие-Орла, я Антон Кемп, прием!
 0:00:52:  Биларезан, прием, прием!
 0:00:55:  Орел, Орел, Орел, я Резань, Резань, прием!
 0:01:08:  Орел, Орел, Орел, я Резань, Резань, послушайте, расстреляю тебя, ребята, прием!
 0:01:24:  Орел, Орел, Орел, я Резань, Резань, послушайте, расстреляю вас, раз, четыре балла, прием!
 0:01:38:  Волга-2, я Резань, прием!
 0:01:42:  Резань, Резань, я Антон Кемп, Орлу-Команду заведаю, вперед, вперед, не стоять, вперед!
 0:01:50:  Принял, прием!
 0:01:55:  На-На-Назад я пожелаю, прием!
 0:02:00:  Резань, Резань, я Антон Кемп, выделяю Орлу, вперед, не стоять, вперед!
 0:02:08:  Принял, Орел, Орел, Орел, я Резань, Резань, я ничего не понимаю, вперед, вперед, не стоять, вперед, вперед, не стоять!
 0:02:20:  Досрежу, прием!
 0:02:24:  Резань, Резань, я Антон Кемп, выделяю Орлу, вперед, не стоять, вперед, не стоять, вперед, не стоять, вперед, не стоять!
"
822,4575,websdr_recording_2022-03-07T11_48_53Z_4575.0kHz.wav,RU,EN-US,"0:00:00...on all try to arrive...
0:00:03 Grizhan, Grizhan, request Eagle, I'll come for everything.
0:00:08 I'LL TRY MY BEST, COME ON!!!
0:00:11...Eagle! Eagle! Eagle! I'M GOING TO RIZZ, I'M GOING TO RIZZ, I'M GOING TO COME!
0:00:23 Eagle! Eagle! Eagle! I'LL RIZE, RIZE, CALL ME, CALL ME, COME ON!!
0:00:31 I'M GONNA KICK, I'M GONNA KICK, COME ON!!
0:00:49 feathers
0:00:50 WARTA GRAD, WE'RE TELLING YOU TO COME!!!
0:00:56 Cut, cut, I'm behind everything, pass the second command, forward, forward, no standing, forward!
0:01:03 Got it, arrival!
0:01:07 I'm coming for people, I'm coming for people, I'm coming!
0:01:15 Cut, cut, I'm behind everything, tell Maruna!
0:01:21 Let's go, don't just stand there, let's go!
0:01:23 Cut, cut, I'm behind everything, tell Maruna!
