,File Name,Original Transcription
386,41059NOW-Group_called_Patriot_Front_is_currently_marching_on_the_national_mall_in_Washingto.mp4, a
387,4_Hour_Stream_Fascist_Group_Patriot_Front_Marches_In_DC-360p-.mp4," Yeah, this is my cup of coffee. My dad had surgery. over. Thank you. Iuhan. I understand that you're here to fuck poodles. I can't hear you. You seem like a fucking idiot. I googled it. Alright, that's enough of that. Whatever dude, you're meant to be an asshole. You're a white punk who's just being an asshole. That's why you're here talking, when people are shouting at white assholes. You're like, I don't know what's going on. Yeah, I'm trying to hear what they're saying. Okay, white boy. Look, it's Ford Fisher. Fuck you, Ford. Fuck you. I'm sorry. I'm sorry. Fuck you. Hey, give me one face at every other. One in, one out. One in, one out. You face this way. Lift up. Minus three. Line up. Line up. Line up. Push out a little bit for the bikes, gentlemen and ladies. Yeah, let's get the hell out of here. Let's face it outside. Let's face it. Let's face it. Let's face it. Let's face it. Let's go. Let's go. Let's go. Let's face it. Let's face it. Everybody in the rear guard, smile and wave to your right. Wave them away. Let's go. Come on. Come on. 74. 74. 74. 74. 74. That's That's Hold that Hold that Hold that Okay. Okay. Okay. Reclaim America. We claim American. We claim American. We claim American. Light limited victory. Light limited victory. Light limited victory. Light limited victory. Light limited victory. Light limited victory. Light limited victory. Light limited victory. Light limited victory. Light limited victory. Light limited victory. What is this, Oslo? What is this? God, what is this, Oslo? I hope they don't. I'd rather end up on the stage. I think you're going the wrong way. You're going the wrong way. Are you sure you can't go right? Slow and easy. This is a slow and easy video. I hope you enjoy it. If you do, please leave a like. And don't forget to subscribe. Thank you. Hi, to the folks who are watching, I don't think I've spoken yet on this live stream, so I'm just going to give a quick little explanation. I heard about this as apparently they were crossing from Arlington into DC, which puts them basically at the Lincoln Memorial. My understanding is that they then march basically across the entire National Mall, the way that we're essentially, you know, like, sorry, this was unexpected. They're now, they're moving basically in the reverse route of what I understand is the way that they came in. They're marching along the National Mall, sort of back toward the Lincoln Memorial, although they just took a turn, which I don't really understand southbound. So we'll see. But just for context, this is a group led by a guy named Thomas Rousseau, who was, I actually interviewed at Charlottesville, and he referred to himself as a fascist. He identifies as a fascist. So this is not, you know, a pro-Trump group. This isn't a sort of patriot group in the traditional way. They use American flag type imagery, but they have the, you know, the fascists on the flag. Like, they are about fascists, led by, you know, someone who self-identifies as a fascist. So, you know, they use a lot of kind of like language that's viewed as patriotic and so forth. But basically their message is explicitly white nationalist. Anyhow, they are walking. Now they kind of just crossed the National Mall. So they're on the south side of the National Mall, heading, I guess, westbound toward the Washington Monument, and presumably then all the way back to the Lincoln Memorial, where I assume they'll turn back into Virginia. But I mean, I could certainly be wrong. I found out about this from Twitter. Actually, it was anti-fascist accounts that posted that they were entering D.C. And so by the time I arrived here, they were already at the Capitol. So my understanding is that basically they've been in D.C. for as much as like a half hour or an hour by the time that I actually arrived and began this live stream. My understanding is that they unleashed some, like, you know, smoke bombs or something like that from some videos that I saw on Twitter. But I'm, and there's been a very large police escort for them the whole way through. It's not clear to me whether they have a permit or whether they pre-planned the police escort. But that's what's basically going on. Lots of police surrounding them. There's been a handful of both bystanders yelling at them as well as organized activists, but only a few. So we'll see what happens. Oh, my God. Oh, my God. Oh, my God. Oh, my God. Bing bong. Oh, my God. Oh, my God. Oh, my God. Oh, my God. Oh, my God. Oh, my God. Oh, my God. Take your mask off. Oh, my God. So someone who was yelling at them, I'm not sure if it was a bystander or an actual activist, but kind of ran by them and yelled, look who likes masks now. And I just want to point out about that, that they did this basically the same stunt in February 2020. And they also wore masks. And of course, that was before COVID. Were you here on January 6? I'm sorry? I said, were you here on January 6? Yeah, ProPublica Newsroom chair. Oh, nice. On the land media, small media company out in Alaska. Oh, cool. Yeah. There's no way you came here from Alaska? Not for this. Okay. I was like, what? I wish I had intel like that. Okay. Well, reach out to me. What's your name? Cor Fisher. Cor Fisher? I'm Ali. Nice to meet you. Sorry. Nice to meet you, too. So you guys were here like five years on the ground? For Jan 6, yes. For this, I found out while they were like from Twitter. Yeah. I arrived when they got to the Capitol. What Twitter account did you find out from? Someone screenshotted from Rose City Antique. What's up? I'm going to hang out with you. What's up, guys? What's up? Right face. Right face. Hold still! Hold still! Hold still! Don't move! Don't move! Don't move! Don't move! Chris! Stay down. Stay down. Don't move! Don't move! Stay down! Stay down! Stay down! Keep eyes on the right. Opposite, you can't move. Stay down. Freeze! Freeze! Freeze! Freeze! All right! Freeze! Freeze! Freeze! Freeze! All right! Where are we? The site is under attack! Are we getting hit? Just standing on your guard. Halt! Halt! Let's go! We have a blast! We're inside the monument. We're inside the monument. We're inside the monument. We don't speak English. We do not ask that you have anything that says, who are they? We're inside the monument. Everybody's going to come. Ruff, ruff, ruff, ruff... Ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Ruff, ruff, ruff, ruff... Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens Sirens"
388,656177060.327365-4241810396.mp4, you
389,656178426.666066-1790568155.mp4," Taco Bell,tarako"
390,"After_the_march,_dozens_of_those_Patriot_Front_marchers_got_picked_in_a_U-Haul_truck.mp4", Oohh.
391,banner.MOV," Watch your hands. Don't hurt. Now that it's like this, you feed it down to the channel. It's like this. Feed this."
392,"BREAKING_Washington,_DC,_Happening_Now_Group_Patriot_Front_Marches_In_DC-360p-.mp4", People are Out of Peace
393,"BREAKING_Washington,_DC,_Happening_Now_Group_Patriot_Front_Marches_In_DC.mp4", be a part of it I just'll put a song on for you
394,bt1.mp4, Thank you for watching this video. Don't forget to like and subscribe to my channel. I'll see you in the next video. Bye!
395,bt2.mp4,
396,bt3.mp4, Crow sounds
397,bt5.mp4,
398,bt6.mp4, Sesame seed sticky sand.
399,CNN_Video_shows_masked_White_nationalist_group_marching_at_Lincoln_Memorial-1080p-.mp4," A chilling sight in the nation's capital, a white nationalist group known as the Patriot Front descended on the National Mall over the weekend. Its members wore masks, some carried plastic shields, and according to their banner, they were marching, as they put it, to reclaim America. Joining me now, early start anchor and CNN correspondent Laura Jarrett, back with the CNN senior political analyst John Avalon. Look, we can agree that one is too many, right? To see anyone marching a white supremacist to the Lincoln Memorial is a sight that none of us ever wants to see. There's something almost too on the nose about having a bunch of guys dressed up like they're ready to go to war, dressed up with battle armor and shields, because in their minds, the Civil War never ended, right? And what they're chanting is always so telling, reclaim America. When was America ever taken? And who was it taken from and by whom? Well, they feel like it's been taken from white folks. But since when are brown and black people ahead, right? So since when are white men still not on top? We're applying logic to their anxiety. My point is to say there's something so remarkable about having self-avowed white nationalists, white supremacists, marching on a memorial for somebody who signed the Emancipation Proclamation. It just sort of exemplifies the country's ongoing struggle with racism. Yeah. And look, the fact that we're seeing an acceleration in the wake of Charlottesville, that these are young folks and they're masking and they're carrying shields and battle armor, which of course is a sign of their own weakness. These are weak, anxious people trying to find definition and strength in this kind of militaristic white nationalist nonsense. The reason it's more than just a bunch of clowns trying to march on the Lincoln Memorial is the ADL found that this particular group, Patriot Front, was responsible for 80% of the white supremacist propaganda found on campus and elsewhere in 2020. So, and it's a young person's movement. This isn't just a bunch of old cranks waving their fist at the sky about how the country is changing. The leader is 23 years old. I will tell you, they were wearing masks. One of the things I felt that was most chilling about Charlottesville was people walking around unmasking. Here I am. I have no shame over this. We are free to express ourselves because that's where we think we are in this country right now. They didn't want their identities known. Yeah. Who also wore masks and face coverings. I mean, I don't want to think we want to take too much comfort from that. I'm not, but I'm saying there's a difference here. And I don't know whether it's not that they think that the attitude in the country is different towards the message that they're delivering or not. I just, you know, it is notable. But the question is really what has changed since Charlottesville, right? I mean, that's 2017. The FBI director, to your point, the idea that we dismiss this as sort of fringe actors, the FBI director, right? Chris Wray has told us that the number one threat to this country, domestic terrorism wise, is white supremacy. He has said that this is on par with ISIS. And the question is, since Charlottesville, what have we done? What has the government done to address this? There has been legal accountability and culpability, as we saw, I mean, in a verdict, you know, in Charlottesville to the tune of $26 million. That may be why they were masked, by the way. It may very well be. And none of that changes the fact that these folks are cowards. Everyone who runs to find security in a blood and soil movement is because they are weak and they're trying to pretend they're strong. But we also shouldn't underestimate the historical resonance of this, which is why Laura is saying it. And the fact that this is a current issue in our country that we need to confront when they come masked and carrying battle shields to the Lincoln Memorial. You know, pay attention, folks, because this is a problem that we need to confront. This virus of hate and white supremacy and white nationalism in our country is not done yet. The only good thing is this one didn't turn violent, but the next one could. And that's always the concern. Laura Chair, John Avalon, thank you very much."
400,Coeur_d_Alene_ID_Banner_Drop_video_1.mp4, Keep all the slack. Keep all the slack and go all the way out to the side. You're not. Keep all the slack. Keep all the slack.
401,Coeur_d_Alene_ID_Banner_Drop_video_2.mp4, No.
402,Coeur_d_Alene_ID_Stencils_video_1.mp4, Okay. You have two cans of red wine for each of you. Sorry. Turn off the light.
403,Coeur_d_Alene_ID_Stencils_video_2.mp4," Mission, mission may be OK, three minutes. Keep moving. Can't read the blue."
404,Coeur_d_Alene_ID_Stencils_video_3.mp4," So you do these,"
405,Coeur_d_Alene_ID_Stencils_video_4.mp4," Hand it, do the other one. Do the little one. The other one, hand it. Yeah, there you go."
406,Country_Road_WV.MP4, Thanks for watching!
407,Cross_Media-11.mov," I'm going to do a knee to elbow. So again, I'm going to cover up here. I'm going to pick a side. I'm going to go to my left side. I'm going to turn on my side. I dig my elbow up underneath his knee here. And then I'm going to put my knee underneath his foot here. I'm going to sneak up underneath. Now, once I'm here, I'm going to turn to my other side quickly. Here, create some distance, come out, and get guard. I don't have to close up. I can just get him right here. This is much better than being mounted. You can do that one more time. So again, he's got mount. I'm going to cover up. I'm going to pick a side to go to. Fall flat. So I'm going to go, I'm going to turn on my side. I'm going to scoop underneath and bring my knee to my elbow at the same time. Here, my knee goes underneath his foot, scooping. Knee comes to elbow, underneath here. Once I've cleared this leg, I'm going to immediately flip to the other side, turn, and create some distance so I can get this leg out here. So once I'm here, I'm out of mount. That's all I'm concerned with. From here, I can fight with my hooks underneath. I don't care. It doesn't bother me. So again, once I've come here, boom, I've cleared this leg this way. Now, I've immediately got to turn to my other hip, get on my other side. I'm on my left side now, so I've got to get to my right side. I'm going to go to my left side, from here. I'm going to brace on his knee here, so I can get my hips out. And now... So at that point, you kind of strip escape. Yeah, you're stripping out here, get my hips out, so I can just come and make some space, recover some sort of guard. And from here, we're good. I can up kick, do whatever. Just not be confident."
408,Cross_Media-12.mov," I'm going to go to my left, I'll actually bring my right foot up, here, scoop, knee to elbow, I want my knee, or my elbow to come underneath his knee, my knees are in a split, scoop, here, once I've got my knee to my elbow I switch hips, here, brace, I'm going to strip out, get my knee out, and recover our guard."
409,Cross_Media-13.mov," Once you get some sort of half bar, we switch to the other side. There you go. Switch to the other side. There you go. Get your hips out. There you go. There you go. Flip the other hip. There you go. Push out. There you go. My legs are down like this. There you go. I'm trying to get my knee up underneath that little spot here and go in here. Once I'm here, go in."
410,Cross_Media-14.mov," Get this hand. Try to grab the wrist. Grab the wrist. There you go. Like a rear naked. Yeah. Back your head in. Squeeze. See if you can get the tap. You got my arm too high. My arm's on my face instead of my neck. So you want it underneath his chin ideally. Like that. How am I supposed to get his arm across that way? So if you've got your arms up here blocking. I'm just going to go in like this. Yeah. Once he's getting trapped behind there. I'm just going to dig my arm. I'm just showing you a position. More than likely. Or you can use this arm to grab my wrist like a monkey hole. And push it down. And then use your body. And then once I got there. You want to be up underneath his arm. There you go. His elbow's got to be up top. Step off to this side. There you go. Pull back. Let him squeeze. Now. I want you to come across. Is that like. You've got the mechanics good. So come off now. Hold the position. All your legs come over here. So step over with this leg. There you go. Now sit down on your butt. There you go. Keep rocking. Pull his head back. Keep going. Squeeze in here. Maintain this. It's a harder technique. I guess the bigger guy. But typically what's going to happen is. You're not just going to set this up. What's going to be happening is. We're here. We're grappling. And I'm already got this position. Maintain some pressure. Come across like this. Now once I'm here. Now I'll get the position. Even here. His arm is across his face. I'm not underneath his chin. I can still finish. Because if anything. I'm blocking off his nose and his mouth. So squeeze here again. If I don't have this. This is still. This technique right here. Just holding this position. Your buddy can also come kick him in the face. Very easily right there. I don't weigh nearly as much as Cross. Even a light guy. If he does this right. I'm rocking onto his ribs. This sucks. This is a shitty position. Couple that with the fact that his arm is across here. And you're squeezing. It's a good technique. When you guys start off. Go ahead and start off with the hand underneath here. Just work. Push the arm across. Then grab. Squeeze first. If I can't get that. Then I come across. Again, I'm sitting through. Until I get that tap."
